Input Term,isAcronym,Extracted Term,isDescription,Description,Context
Demodulation,False,,False,,
Density functional theory,False,,False,,
Density measurement,False,,False,,
Demography,False,,False,,
Demultiplexing,False,,False,,
Design for disassembly,False,,False,,
Design for experiments,False,,False,,
Dermatology,False,,False,,
Dermis,False,,False,,
Design for manufacture,False,,False,,
Desalination,False,,False,,
Design for quality,False,,False,,
Description logic,False,,False,,
Design automation,False,,False,,
Design for testability,False,,False,,
Detectors,False,,False,,
Deuterium,False,,False,,
Design optimization,False,,False,,
Device drivers,False,,False,,
Design standards,False,,False,,
Device-to-device communication,False,,False,,
Design tools,False,,False,,
Dew computing,False,,False,,
Diamond-like carbon,False,,False,,
DH-HEMTs,True,DH-HEMTs,False,,
Diabetes,False,,False,,
DICOM,True,DICOM,False,,
Dictionaries,False,,False,,
Diagnostic expert systems,False,,False,,
Diagnostic radiography,False,,False,,
Die casting,False,,False,,
Dielectric losses,False,,False,,
Dielectric constant,False,,False,,
Dielectric materials,False,,False,,
Dielectric devices,False,,False,,
Dielectric elastomer actuators,False,,False,,
Dielectric elastomers,False,,False,,
Dielectric measurement,False,,False,,
Dielectric resonator antennas,False,,False,,
Diesel engines,False,,False,,
Difference engines,False,,False,,
Difference equations,False,,False,,
Dielectric substrates,False,,False,,
Dielectric thin films,False,,False,,
Differential algebraic equations,False,,False,,
Differential amplifiers,False,,False,,
Dielectrics,False,,False,,
Differential equations,False,,False,,
Dielectrics and electrical insulation,False,,False,,
Differential privacy,False,,False,,
Diffusion tensor imaging,False,,False,,
Differential quadrature phase shift,False,,False,,
keying,False,,False,,
Diffraction,False,,False,,
Digestive system,False,,False,,
Diffraction gratings,False,,False,,
Diffserv networks,False,,False,,
Digital audio broadcasting,False,,False,,
Digital computers,False,,False,,
Digital audio players,False,,False,,
Digital cameras,False,,False,,
Digital control,False,,False,,
Digital circuits,False,,False,,
Digital divide,False,,False,,
Digital multimedia broadcasting,False,,False,,
Digital filters,False,,False,,
Digital forensics,False,,False,,
Digital images,False,,False,,
Digital photography,False,,False,,
Digital preservation,False,,False,,
Digital integrated circuits,False,,False,,
Digital relays,False,,False,,
Digital rights management Digital systems,False,,False,,
Digital signal processing,False,,False,,
Digital signal processing chips,False,,False,,
Digital signal processors,False,,False,,
Digital signatures,False,,False,,
Digital video broadcasting,False,,False,,
Digital-controlled oscillators,False,,False,,
Digital-to-frequency converters,False,,False,,
Digital-analog conversion,False,,False,,
Dimensionality reduction,False,,False,,
Dip coating,False,,False,,
Dipole antennas,False,,False,,
Direction-of-arrival estimation,False,,False,,
Directional antennas,False,,False,,
Direct sequence spread spectrum  Directional couplers,False,,False,,
communication,False,,False,,
Directive antennas,False,,False,,
Discharges (electric) Discrete-event systems,False,,False,,
Discrete-time systems,False,,False,,
Discrete cosine transforms,False,,False,,
Discussion forums,False,,False,,
Diseases,False,,False,,
Discrete event simulation,False,,False,,
Discrete Fourier transforms,False,,False,,
Display systems,False,,False,,
Disk recording Displays,False,,False,,
Dispatching,False,,False,,
Dispersion,False,,False,,
Disruption tolerant networking,False,,False,,
Disruptive innovation,False,,False,,
Disruptive technologies,False,,False,,
Distance learning,False,,False,,
Distance measurement Distributed algorithms,False,,False,,
Distributed amplifiers,False,,False,,
Distributed Bragg reflectors,False,,False,,
Distillation equipment,False,,False,,
Distributed computing,False,,False,,
Distortion,False,,False,,
Distributed decision making,False,,False,,
Distributed parameter circuits,False,,False,,
Distributed denial-of-service attack,False,,False,,
Distributed feedback devices,False,,False,,
Distributed parameter systems,False,,False,,
Distributed power generation,False,,False,,
Distributed information systems Distributed processing,False,,False,,
Distributed ledger,False,,False,,
Distribution functions,False,,False,,
DMTF Standards,True,DMTF,False,,
DNA,True,DNA,False,,
Distribution strategy,False,,False,,
Disturbance observers,False,,False,,
DNA computing,True,DNA,False,,
Diversity methods,False,,False,,
Diversity reception,False,,False,,
Diversity schemes,False,,False,,
Document delivery,False,,False,,
Document image processing,False,,False,,
Doped fiber amplifiers,False,,False,,
Documentation,False,,False,,
Doping,False,,False,,
Doping profiles,False,,False,,
Dogs Doppler effect,False,,False,,
Dolphins,False,,False,,
Domain Name System,False,,False,,
Doppler measurement,False,,False,,
Domain specific languages,False,,False,,
Drain avalanche hot carrier injection,False,,False,,
DRAM chips,True,DRAM,False,,
Double heterojunction bipolar,False,,False,,
transistors,False,,False,,
Drilling,False,,False,,
Double-gate FETs,True,FETs,False,,
Drilling machines,False,,False,,
Doubly fed induction generators,False,,False,,
Downlink,False,,False,,
Driver circuits,False,,False,,
Drives,False,,False,,
Dual band,False,,False,,
Drones,False,,False,,
Drug delivery,False,,False,,
Drugs,False,,False,,
Ducts,False,,False,,
Dusty plasmas,False,,False,,
Dry etching,False,,False,,
Dynamic compiler,False,,False,,
Dynamic equilibrium,False,,False,,
Dysprosium,False,,False,,
Dynamic programming,False,,False,,
Dysprosium compounds,False,,False,,
Dynamic range,False,,False,,
Dynamic scheduling,False,,False,,
Dynamic spectrum access,False,,False,,
Dynamic voltage scaling,False,,False,,
Dynamics,False,,False,,
Eavesdropping,False,,False,,
Ear,False,,False,,
Earth,False,,False,,
Echo cancellers,False,,False,,
Echo interference,False,,False,,
Earth Observing System,False,,False,,
Echocardiography,False,,False,,
Ecology,False,,False,,
Econometrics,False,,False,,
Economic forecasting,False,,False,,
Economies of scale,False,,False,,
Economic indicators,False,,False,,
Econophysics,False,,False,,
Eddy currents Educational institutions,False,,False,,
Educational programs,False,,False,,
Edge computing,False,,False,,
Educational robots,False,,False,,
Educational technology,False,,False,,
Education,False,,False,,
Elastodynamics,False,,False,,
Elastography,False,,False,,
Elbow,False,,False,,
Electrets,False,,False,,
Eigenvalues and eigenfunctions,False,,False,,
Electric breakdown,False,,False,,
Electric current control,False,,False,,
Electric motors,False,,False,,
Electric fences Electric potential,False,,False,,
Electric fields,False,,False,,
Electric resistance,False,,False,,
Electric sensing devices,False,,False,,
Electric shock,False,,False,,
Electric generators,False,,False,,
Electric variables control,False,,False,,
Electric vehicle charging,False,,False,,
Electric vehicles,False,,False,,
Electrical fault detection,False,,False,,
Electrical ballasts,False,,False,,
Electrical products,False,,False,,
Electrical capacitance tomography,False,,False,,
Electrical products industry,False,,False,,
Electrical resistance measurement,False,,False,,
Electrical engineering,False,,False,,
Electrical safety,False,,False,,
Electrical engineering computing,False,,False,,
Electricity,False,,False,,
Electricity supply industry,False,,False,,
Electrochemical machining,False,,False,,
Electrochemical processes,False,,False,,
Electro-osmosis,False,,False,,
Electrochromic devices,False,,False,,
Electrochromism,False,,False,,
Electrodeless lamps,False,,False,,
Electrocardiography Electrodes,False,,False,,
Electrochemical devices,False,,False,,
Electromagnetic analysis,False,,False,,
Electrohydraulics,False,,False,,
Electrohydrodynamics,False,,False,,
Electrokinetics,False,,False,,
Electromagnetic compatibility,False,,False,,
Electroluminescence,False,,False,,
Electromagnetic compatibility and,False,,False,,
Electromagnetic forces,False,,False,,
Electromagnetic devices,False,,False,,
Electromagnetic diffraction Electromagnetic heating,False,,False,,
Electromagnetic induction,False,,False,,
Electromagnetic field theory,False,,False,,
Electromagnetic fields,False,,False,,
Electromagnetic interference,False,,False,,
Electromagnetic propagation,False,,False,,
Electromagnetic measurements,False,,False,,
Electromagnetic metamaterials,False,,False,,
Electromagnetic propagation in,False,,False,,
absorbing media,False,,False,,
Electromagnetic radiation,False,,False,,
Electromagnetic shielding,False,,False,,
Electromagnetic spectrum,False,,False,,
Electromagnetic transients,False,,False,,
Electromagnetic radiative interference,False,,False,,
Electromagnetic reflection,False,,False,,
Electromagnetic refraction,False,,False,,
Electromagnetic wave polarization,False,,False,,
Electromagnets,False,,False,,
Electromagnetic waveguides,False,,False,,
Electromechanical devices,False,,False,,
Electromechanical sensors,False,,False,,
Electromechanical systems,False,,False,,
Electron beam applications Electron emission,False,,False,,
Electron beams,False,,False,,
Electron guns,False,,False,,
Electron microscopy,False,,False,,
Electron devices,False,,False,,
Electron mobility,False,,False,,
Electron sources Electronic commerce,False,,False,,
Electron traps,False,,False,,
Electronic components,False,,False,,
Electron tubes,False,,False,,
Electronic countermeasures,False,,False,,
Electronic design automation and,False,,False,,
methodology Electronic learning,False,,False,,
Electronic equipment,False,,False,,
Electronic equipment manufacture,False,,False,,
Electronic mail,False,,False,,
Electronic equipment testing,False,,False,,
Electronic voting,False,,False,,
Electronic messaging,False,,False,,
Electronic voting systems,False,,False,,
Electronic music Electronic warfare,False,,False,,
Electronic noses,False,,False,,
Electronic packaging thermal management,False,,False,,
Electronic waste,False,,False,,
Electronic publishing,False,,False,,
Electronics cooling,False,,False,,
Electronics engineering education,False,,False,,
Electrooptic deflectors,False,,False,,
Electrooptic devices,False,,False,,
Electronics packaging,False,,False,,
Electrooptic effects,False,,False,,
Electrons,False,,False,,
Electrooptic modulators,False,,False,,
Electrostatic discharges,False,,False,,
Electrophotography,False,,False,,
Electrostatic induction,False,,False,,
Electrostatic interference,False,,False,,
Electrophysiology,False,,False,,
Electrostatic levitation,False,,False,,
Electrostatic measurements,False,,False,,
Electrostatic actuators,False,,False,,
Electrostatic precipitators,False,,False,,
Electrostatic analysis,False,,False,,
Electrostatic processes,False,,False,,
Elementary particle vacuum,False,,False,,
Electrostatic self-assembly,False,,False,,
Electrostatics,False,,False,,
Elementary particles,False,,False,,
Electrostriction,False,,False,,
Electrothermal effects,False,,False,,
Electrothermal launching,False,,False,,
Elevators,False,,False,,
Embryo,False,,False,,
Elliptic curves,False,,False,,
Embryonic structures,False,,False,,
Elliptic design,False,,False,,
Emergency lighting,False,,False,,
Embedded computing,False,,False,,
Embedded multicore processing,False,,False,,
Emergency power supplies,False,,False,,
Embedded software,False,,False,,
Embedded systems,False,,False,,
Employment,False,,False,,
Emotion recognition,False,,False,,
Employment law,False,,False,,
Emotional responses,False,,False,,
EMP radiation effects EMTDC,True,EMP,False,,
Empirical mode decomposition,False,,False,,
EMTP,True,EMTP,False,,
Employee rights,False,,False,,
Employee welfare,False,,False,,
Emulation,False,,False,,
Endoscopes,False,,False,,
Energy,False,,False,,
Encryption,False,,False,,
Encyclopedias,False,,False,,
End effectors Energy barrier,False,,False,,
Energy capture,False,,False,,
Energy conservation,False,,False,,
Energy management,False,,False,,
Energy dissipation,False,,False,,
Energy efficiency Energy measurement,False,,False,,
Energy resolution,False,,False,,
Energy efficient ethernet,False,,False,,
Energy resources,False,,False,,
Energy exchange,False,,False,,
Energy harvesting,False,,False,,
Energy informatics,False,,False,,
Engineering drawings,False,,False,,
Engineering education,False,,False,,
Engine cylinders,False,,False,,
Engineering - general,False,,False,,
Engineering management,False,,False,,
Enhanced magnetoresistance,False,,False,,
Engineering profession Enterprise resource planning,False,,False,,
Entertainment industry,False,,False,,
Engineering students,False,,False,,
Entropy,False,,False,,
Entropy coding,False,,False,,
Envelope detectors,False,,False,,
Environmental management,False,,False,,
Environmental economics,False,,False,,
Environmental engineering,False,,False,,
Epitaxial layers,False,,False,,
Environmentally friendly manufacturing,False,,False,,
techniques,False,,False,,
EPON,True,EPON,False,,
Epoxy resins,False,,False,,
EPROM,True,EPROM,False,,
Epidermis,False,,False,,
Epilepsy,False,,False,,
Erbium-doped fiber amplifiers,False,,False,,
Equalizers,False,,False,,
Erbium-doped fiber lasers,False,,False,,
Equations,False,,False,,
Equipment failure,False,,False,,
Ergonomics,False,,False,,
Equivalent circuits,False,,False,,
Error compensation,False,,False,,
Error correction,False,,False,,
Error-free operations,False,,False,,
Escalators,False,,False,,
Error correction codes Esophagus,False,,False,,
Ethical aspects,False,,False,,
Estimation error,False,,False,,
Estimation theory Ethics,False,,False,,
Etching ETSI,True,ETSI,False,,
ETSI Standards,True,ETSI,False,,
Europe,False,,False,,
Excitons,False,,False,,
Europium,False,,False,,
Exhaust gases,False,,False,,
Event detection,False,,False,,
Evolution (biology),False,,False,,
Exhaust systems,False,,False,,
Expectation-maximization algorithms,False,,False,,
External stimuli,False,,False,,
Expert systems,False,,False,,
Extinction coefficients,False,,False,,
Extinction ratio,False,,False,,
Explosion protection,False,,False,,
Extracellular,False,,False,,
Extranets,False,,False,,
Explosions,False,,False,,
Eyebrows,False,,False,,
Eyelashes,False,,False,,
Eyelids,False,,False,,
Extraterrestrial measurements,False,,False,,
Eyes,False,,False,,
Extraterrestrial phenomena,False,,False,,
FAA,True,FAA,False,,
Fabrication,False,,False,,
Extreme ultraviolet lithography,False,,False,,
Facilities management,False,,False,,
Fabry-Perot,False,,False,,
Facsimile,False,,False,,
Fabry-Perot interferometers,False,,False,,
Face,False,,False,,
Face detection,False,,False,,
Fading channels,False,,False,,
Face recognition,False,,False,,
Facebook,False,,False,,
Failure analysis,False,,False,,
Fatigue,False,,False,,
Fans,False,,False,,
Fats,False,,False,,
Faraday effect,False,,False,,
Fault current limiters,False,,False,,
Fault currents,False,,False,,
Fascia,False,,False,,
Fast Fourier transforms Fault detection,False,,False,,
Fault diagnosis,False,,False,,
Fast light,False,,False,,
Fault tolerance,False,,False,,
Fault tolerant control,False,,False,,
Fault tolerant systems,False,,False,,
Feathers,False,,False,,
Fault trees,False,,False,,
Feature detection,False,,False,,
Feature extraction,False,,False,,
FCC,True,FCC,False,,
Feedback,False,,False,,
Feedforward neural networks,False,,False,,
Feedback amplifiers,False,,False,,
Feedforward systems,False,,False,,
Feedback circuits,False,,False,,
Feeds,False,,False,,
Feedback communications Femtocell networks,False,,False,,
Femtocells,False,,False,,
Ferromagnetic materials,False,,False,,
Ferrite devices Ferromagnetic resonance,False,,False,,
Ferroresonance,False,,False,,
Ferrite films,False,,False,,
Fertilizers,False,,False,,
Ferrites,False,,False,,
FET circuits,True,FET,False,,
Ferroelectric devices,False,,False,,
Ferroelectric films FET integrated circuits,True,FET,False,,
Ferroelectric materials,False,,False,,
Fiber gratings,False,,False,,
Fibrillation,False,,False,,
Fiber lasers,False,,False,,
Fibroblasts,False,,False,,
Fiducial markers,False,,False,,
Fiber nonlinear optics,False,,False,,
Field buses,False,,False,,
Fiber optics,False,,False,,
Field effect MMIC,True,MMIC,False,,
Fiber reinforced plastics,False,,False,,
Field effect transistors,False,,False,,
Filament lamps,False,,False,,
Field emitter arrays,False,,False,,
File servers,False,,False,,
Field programmable analog arrays File systems,False,,False,,
Fill factor (solar cell),False,,False,,
Filler metals,False,,False,,
Filling,False,,False,,
Films,False,,False,,
Filters,False,,False,,
Filter banks,False,,False,,
Filtration,False,,False,,
Filtering,False,,False,,
Financial management,False,,False,,
FinFETs,True,FinFETs,False,,
Fingers,False,,False,,
Finishing,False,,False,,
Finite difference methods,False,,False,,
Finite element analysis Finite wordlength effects,False,,False,,
Fire safety,False,,False,,
Fish,False,,False,,
Fires,False,,False,,
Fission reactors,False,,False,,
Firewalls (computing) Fitting,False,,False,,
Fixed-point arithmetic,False,,False,,
Firewire Fixtures,False,,False,,
Flammability,False,,False,,
Flexible manufacturing systems,False,,False,,
Flexible printed circuits,False,,False,,
Flanges,False,,False,,
Flexible structures,False,,False,,
Flash memories,False,,False,,
Flash memory cells Flickr,False,,False,,
Flashover,False,,False,,
Flat panel displays,False,,False,,
Flip chip solder joints,False,,False,,
Flip-flops,False,,False,,
Flowcharts,False,,False,,
Flowmeters,False,,False,,
Floating-point arithmetic,False,,False,,
Floods Fluctuations,False,,False,,
Flue gases,False,,False,,
Floors,False,,False,,
Fluid dynamics,False,,False,,
Floppy disks,False,,False,,
Fluorescence,False,,False,,
Fluid flow control,False,,False,,
Fluorescent lamps,False,,False,,
Fluid flow measurement,False,,False,,
Fluorine,False,,False,,
Fluorine compounds,False,,False,,
Fluidic microsystems,False,,False,,
Flux pinning,False,,False,,
Fluidics,False,,False,,
Fly ash,False,,False,,
Fluidization Flyback transformers,False,,False,,
Focusing,False,,False,,
Food technology,False,,False,,
Food industry,False,,False,,
Foot,False,,False,,
Food manufacturing,False,,False,,
Footprinting,False,,False,,
Footwear,False,,False,,
Food packaging,False,,False,,
Footwear industry,False,,False,,
Forgery,False,,False,,
Force feedback,False,,False,,
Force measurement,False,,False,,
Forging,False,,False,,
Formal concept analysis,False,,False,,
Force sensors,False,,False,,
Forebrain,False,,False,,
Formal languages,False,,False,,
Forecast uncertainty,False,,False,,
Forecasting,False,,False,,
Formal specifications,False,,False,,
Formal verification,False,,False,,
Foundries,False,,False,,
Fracking,False,,False,,
Four-wave mixing,False,,False,,
Fourier series,False,,False,,
Fractal antennas,False,,False,,
Fractal art,False,,False,,
Fractals,False,,False,,
Fourier transform infrared spectroscopy,False,,False,,
Fourier transforms,False,,False,,
Fractional calculus,False,,False,,
Fractionation,False,,False,,
Free electron lasers,False,,False,,
Free-space optical communication,False,,False,,
Frequency conversion,False,,False,,
Freight containers,False,,False,,
Freight handling,False,,False,,
Frequency dependence,False,,False,,
Frequency,False,,False,,
Frequency diversity,False,,False,,
Frequency estimation,False,,False,,
Frequency response,False,,False,,
Frequency locked loops,False,,False,,
Frequency selective surfaces,False,,False,,
Frequency shift keying,False,,False,,
Frequency measurement,False,,False,,
Frequency synchronization,False,,False,,
Frequency-selective fading channels,False,,False,,
Fuel cell vehicles,False,,False,,
Fuel cells,False,,False,,
Fresnel reflection,False,,False,,
Friction,False,,False,,
Fuel economy,False,,False,,
Fuel processing industries,False,,False,,
Functional magnetic resonance imaging,False,,False,,
Fuels,False,,False,,
Functional neuroimaging,False,,False,,
Functional point analysis,False,,False,,
Functional programming,False,,False,,
Fungi,False,,False,,
Fullerenes,False,,False,,
Furnaces,False,,False,,
Fuzzy neural networks,False,,False,,
Fusion reactor design,False,,False,,
Fusion reactors,False,,False,,
Fuzzy reasoning,False,,False,,
Fuzzy set theory,False,,False,,
Fuzzy sets,False,,False,,
Fuzzing,False,,False,,
Fuzzy systems,False,,False,,
Fuzzy cognitive maps,False,,False,,
Fuzzy control,False,,False,,
Gallium alloys,False,,False,,
Gadolinium,False,,False,,
Gadolinium oxide,False,,False,,
Gallium arsenide,False,,False,,
Gain,False,,False,,
Gain control,False,,False,,
Gallium compounds,False,,False,,
Gain measurement,False,,False,,
Gait recognition,False,,False,,
Gallium nitride,False,,False,,
Gamma-ray bursts,False,,False,,
Game theory,False,,False,,
Gamma-ray detection,False,,False,,
Gamma-ray detectors,False,,False,,
Games,False,,False,,
Gamma-ray effects,False,,False,,
Gamma distribution,False,,False,,
Gamma-rays,False,,False,,
Gas industry,False,,False,,
Garnet films Gas insulated transmission lines,False,,False,,
Garnets Gas insulation,False,,False,,
Gas appliances,False,,False,,
Gas lasers,False,,False,,
Gas chromatography,False,,False,,
Gas detectors,False,,False,,
Gaussian approximation,False,,False,,
Gaussian channels,False,,False,,
Gaussian distribution,False,,False,,
Gaskets Gaussian mixture model,False,,False,,
Gaussian noise,False,,False,,
Gastroenterology Gaussian processes,False,,False,,
Gastrointestinal tract,False,,False,,
Generative adversarial networks,False,,False,,
Gears,False,,False,,
Generators,False,,False,,
Gender equity,False,,False,,
Genetic algorithms,False,,False,,
Gender issues,False,,False,,
Gene expression,False,,False,,
Geodesy,False,,False,,
Geodynamics,False,,False,,
Genetic expression,False,,False,,
Geoengineering,False,,False,,
Genetic mutations,False,,False,,
Genetic programming,False,,False,,
Genetics,False,,False,,
Geographic information systems,False,,False,,
Geography,False,,False,,
Genomics,False,,False,,
Geology,False,,False,,
Geophysical measurements,False,,False,,
Geomagnetism,False,,False,,
Geometrical optics,False,,False,,
Geophysical signal processing,False,,False,,
Geometry,False,,False,,
Geoscience and remote sensing,False,,False,,
Geophysics computing,False,,False,,
Geoscience,False,,False,,
Geospatial analysis,False,,False,,
Geostationary satellites,False,,False,,
Geothermal power generation Gettering,False,,False,,
Geriatrics,False,,False,,
Germanium,False,,False,,
Giant magnetoresistance,False,,False,,
Germanium alloys,False,,False,,
Germanium silicon alloys,False,,False,,
Glands,False,,False,,
Gerontechnology,False,,False,,
Glass industry Global navigation satellite system,False,,False,,
Glass manufacturing,False,,False,,
Global Positioning System,False,,False,,
Glass products,False,,False,,
Glazes,False,,False,,
Glial cells,False,,False,,
Gold,False,,False,,
Gold alloys,False,,False,,
Goniometers,False,,False,,
Google,False,,False,,
Globalization,False,,False,,
Government,False,,False,,
Glow discharge devices,False,,False,,
Glow discharges,False,,False,,
Graphene,False,,False,,
Gradient methods,False,,False,,
Graphene devices,False,,False,,
Grain boundaries,False,,False,,
Graphical models,False,,False,,
Grain size,False,,False,,
Graphical user interfaces,False,,False,,
Grammar,False,,False,,
Gray-scale,False,,False,,
Graphics processing units,False,,False,,
Greedy algorithms,False,,False,,
Graphite,False,,False,,
Green buildings,False,,False,,
Grasping,False,,False,,
Green cleaning,False,,False,,
Gratings,False,,False,,
Green computing,False,,False,,
Green design,False,,False,,
Gravity,False,,False,,
Green's function methods,False,,False,,
Ground penetrating radar,True,radar,False,,
Greenhouse effect,False,,False,,
Greenhouses,False,,False,,
Ground support,False,,False,,
Grey matter,False,,False,,
Guns,False,,False,,
Gunshot detection systems,False,,False,,
Grounding,False,,False,,
Gynecology,False,,False,,
Group technology Gyrators,False,,False,,
GSM Gyromagnetism,True,GSM,False,,
Gyroscopes,False,,False,,
Gyrotrons,False,,False,,
Ham radios,False,,False,,
Hamming distance,False,,False,,
Hamming weight,False,,False,,
Hafnium Hand tools,False,,False,,
Handheld computers,False,,False,,
Hafnium compounds,False,,False,,
Hafnium oxide,False,,False,,
Hair,False,,False,,
Handover,False,,False,,
Hair follicle,False,,False,,
Hardware,False,,False,,
Haptic interfaces,False,,False,,
Hardware acceleration,False,,False,,
Hardware design languages,False,,False,,
Harmonic analysis,False,,False,,
Hazardous materials,False,,False,,
Harmonic distortion,False,,False,,
Hazards,False,,False,,
Harmonic filters,False,,False,,
Harmonics suppression,False,,False,,
Hash functions,False,,False,,
HbbTV Standards,False,,False,,
Headphones,False,,False,,
HDTV,True,HDTV,False,,
Health and safety,False,,False,,
Head,False,,False,,
Health information management,False,,False,,
Heat pumps,False,,False,,
Heart beat,False,,False,,
Heat recovery,False,,False,,
Heart rate,False,,False,,
Heat sinks,False,,False,,
Heat transfer,False,,False,,
Heart rate detection,False,,False,,
Heart rate interval,False,,False,,
Heat treatment,False,,False,,
Heart rate measurement,False,,False,,
Heart rate variability,False,,False,,
Heart valves,False,,False,,
Heat-assisted magnetic recording,False,,False,,
Heart ventricles,False,,False,,
Hemodynamics,False,,False,,
Hemorrhaging,False,,False,,
HEMTs,True,HEMTs,False,,
Hebbian theory,False,,False,,
Hepatectomy,False,,False,,
Helical antennas,False,,False,,
High definition video,False,,False,,
Heterojunctions,False,,False,,
High efficiency video coding,False,,False,,
Heuristic algorithms,False,,False,,
High energy physics,False,,False,,
High energy physics instrumentation,False,,False,,
computing,False,,False,,
High intensity discharge lamps,False,,False,,
High level languages,False,,False,,
High level synthesis,False,,False,,
High performance computing,False,,False,,
High power amplifiers,False,,False,,
High power fiber lasers,False,,False,,
High-speed networks,False,,False,,
High-k dielectric materials,False,,False,,
High-k gate dielectrics,False,,False,,
High-speed optical techniques,False,,False,,
High-speed rail transportation,False,,False,,
High-resolution imaging,False,,False,,
High-speed electronics,False,,False,,
Hip,False,,False,,
Hippocampus,False,,False,,
Histograms,False,,False,,
History,False,,False,,
High-temperature techniques,False,,False,,
Hobbing machines,False,,False,,
High-voltage techniques,False,,False,,
Higher order statistics,False,,False,,
Honey pot (computing),False,,False,,
Holographic optical components,False,,False,,
Honeycomb structures,False,,False,,
Holography,False,,False,,
Home appliances Hopfield neural networks,False,,False,,
Horn antennas,False,,False,,
Horses,False,,False,,
Home automation,False,,False,,
Hoses,False,,False,,
Hospitals,False,,False,,
Home computing,False,,False,,
Hot carrier effects,False,,False,,
Human factors,False,,False,,
HTML,True,HTML,False,,
Huffman coding,False,,False,,
Human-vehicle systems,False,,False,,
Human immunodeficiency virus,False,,False,,
Human resource management,False,,False,,
Humanitarian activities,False,,False,,
Humanoid robots,False,,False,,
Human voice,False,,False,,
Humidity,False,,False,,
Humidity control,False,,False,,
Hybrid junctions,False,,False,,
Hybrid power systems,False,,False,,
HVDC transmission,True,HVDC,False,,
Hydraulic actuators,False,,False,,
Hydraulic diameter,False,,False,,
Hybrid electric vehicles Hydraulic drives,False,,False,,
Hydraulic equipment,False,,False,,
Hydraulic fluids,False,,False,,
Hybrid fiber coaxial cables,False,,False,,
Hydrocarbon reservoirs Hydrogen fluoride,False,,False,,
Hydrocarbons Hydrogen storage,False,,False,,
Hydrologic measurements,False,,False,,
Hydrodynamics,False,,False,,
Hydrological techniques,False,,False,,
Hydroelectric power generation Hydrology,False,,False,,
Hypercubes,False,,False,,
Hysteresis,False,,False,,
Hyperspectral imaging,False,,False,,
Hysteresis motors,False,,False,,
Hyperspectral sensors,False,,False,,
Hypertension,False,,False,,
Hypertext systems Ice,False,,False,,
Hyperthermia,False,,False,,
IEC Standards,True,IEC,False,,
Identification of persons,False,,False,,
IEEE 1394 Standard,True,IEEE,False,,
Identity management systems IEEE 802 LAN-MAN Standards,True,IEEE,False,,
Identity-based encryption,False,,False,,
IEEE 802.11 Standard,True,IEEE,False,,
IEEE 802.11e Standard IEEE 802.16 Standard,True,IEEE,False,,
IEEE 802.11g Standard,True,IEEE,False,,
IEEE 802.19 Standard,True,IEEE,False,,
IEEE 802.22 Standard,True,IEEE,False,,
IEEE 802.11n Standard,True,IEEE,False,,
IEEE 802.3 Standard,True,IEEE,False,,
IEEE 802.11p Standard,True,IEEE,False,,
IEEE catalogs,True,IEEE,False,,
IEEE Center for the History of,True,IEEE,False,,
Electrical Engineering,False,,False,,
IEEE Chapter news,True,IEEE,False,,
IEEE Chapters,True,IEEE,False,,
IEEE Collabratec,True,IEEE,False,,
IEEE Committees,True,IEEE,False,,
IEEE Associate Members,True,IEEE,False,,
IEEE Communities,True,IEEE,False,,
IEEE audio tapes,True,IEEE,False,,
IEEE Computer Society Press,True,IEEE,False,,
IEEE Awards activities,True,IEEE,False,,
IEEE Conference activities,True,IEEE,False,,
IEEE conference proceedings,True,IEEE,False,,
IEEE Constitution,True,IEEE,False,,
IEEE Corporate activities,True,IEEE,False,,
IEEE Councils,True,IEEE,False,,
IEEE directories,True,IEEE,False,,
IEEE Educational activities,True,IEEE,False,,
IEEE indexing,True,IEEE,False,,
IEEE educational products,True,IEEE,False,,
IEEE entities,True,IEEE,False,,
IEEE Intersociety activities,True,IEEE,False,,
IEEE journals,True,IEEE,False,,
IEEE Life Members,True,IEEE,False,,
IEEE Local activities,True,IEEE,False,,
IEEE magazines,True,IEEE,False,,
IEEE Fellows,True,IEEE,False,,
IEEE Medals,True,IEEE,False,,
IEEE merchandise,True,IEEE,False,,
IEEE mission and vision,True,IEEE,False,,
IEEE news,True,IEEE,False,,
IEEE Professional activities,True,IEEE,False,,
IEEE newsletters,True,IEEE,False,,
IEEE online publications,True,IEEE,False,,
IEEE publications,True,IEEE,False,,
IEEE organization,True,IEEE,False,,
IEEE policy and procedures,True,IEEE,False,,
IEEE Standards activities,True,IEEE,False,,
IEEE Standards Association,True,IEEE,False,,
IEEE Region news,True,IEEE,False,,
IEEE Standards awards,True,IEEE,False,,
IEEE Regions,True,IEEE,False,,
IEEE standards glossaries,True,IEEE,False,,
IEEE Section news,True,IEEE,False,,
IEEE standards publications,True,IEEE,False,,
IEEE Sections,True,IEEE,False,,
IEEE Senior Members,True,IEEE,False,,
IEEE Student activities,True,IEEE,False,,
IEEE Service awards,True,IEEE,False,,
IEEE Student awards,True,IEEE,False,,
IEEE Societies,True,IEEE,False,,
IEEE Society awards IEEE Student Members,True,IEEE,False,,
IEEE Society news,True,IEEE,False,,
IEEE staff IEEE Technical activities,True,IEEE,False,,
IEEE Volunteer activities Image analysis,True,IEEE,False,,
IEEE Xplore,True,IEEE,False,,
IEL,True,IEL,False,,
Image annotation,False,,False,,
Ignition,False,,False,,
II-VI semiconductor materials,True,II-VI,False,,
