Input Term,Input Definitions,isAcronym,Extracted Term,isDescription,Description,Context
dissolved gases,Gases in solution.,False,,False,,
dissolved organic matter,,False,,False,,
dissolving,,False,,False,,
distance,,False,,False,,
distance measuring equipment,A radio aid to navigation which provides distance information by measuring total round trip time of transmission from an integrator to a transponder and return.,False,,False,,
distillation,,False,,False,,
distillation equipment,,False,,False,,
distortion,"An undesired change in waveform. In a system used for transmission or reproduction of sound, a failure by the system to transmit or reproduce a received waveform with exactness. An undesired change in the dimensions or shape of a structure as, distortion of a fuel tank due to abnormal stresses or extreme temperature gradients.",False,,False,,
distributed amplifiers,,False,,False,,
distributed feedback lasers,Lasers containing a periodic medium which provides the necessary feedback for laser action.,False,,False,,
distributed interactive simulation,,False,,False,,
distributed memory,,False,,False,,
distributed parameter systems,,False,,False,,
distributed processing,Processing with multiple small computers that are capable of operating independently but can communicate over a network with each other and/or a central computer.,False,,False,,
distributing,,False,,False,,
~ distribution,,False,,False,,
distribution functions,The density functions or number of particles per unit volume of phase space. The distribution functions are a function of the three space coordinates and the three velocity coordinates.,False,,False,,
distribution moments,,False,,False,,
distribution (property),,False,,False,,
distributors,,False,,False,,
District of Columbia,,False,,False,,
~ disturbances,,False,,False,,
disturbing functions,,False,,False,,
disulfides,,False,,False,,
ditches,,False,,False,,
~ ditching,,False,,False,,
ditching (landing),,False,,False,,
dithers,,False,,False,,
diuresis,,False,,False,,
diuretics,,False,,False,,
diurnal variations,,False,,False,,
divergence,The expansion or spreading out of a vector field; also a precise measure thereof. A static instability of a lifting surface or of a body on a vehicle wherein the aerodynamic loads tending to deform surface or body are greater than the elastic restoring forces.,False,,False,,
divergent nozzles,,False,,False,,
diverters,,False,,False,,
divertors (fusion reactors),,False,,False,,
dividers,,False,,False,,
divides (landforms),,False,,False,,
dividing (mathematics),,False,,False,,
diving (underwater),,False,,False,,
~ division,,False,,False,,
dizziness,"An imprecise term which may refer to a sense of spatial disorientation, motion of the environment, or lightheadedness.",False,,False,,
Djibouti,,False,,False,,
DMSP satellites,"Satellites of the defense meteorological satellite program, a program sponsored by the United States Air Force System Command's Space Division which provides timely global imagery and specialized meteorological data for supporting a variety of Department of Defense operations. Used for Defense Meteorological Satellite Program.",True,DMSP,False,,
DO-27 aircraft,,False,,False,,
DO-28 aircraft,,False,,False,,
DO-31 aircraft,,False,,False,,
DO-328 aircraft,,False,,False,,
docking,,False,,False,,
document markup languages,"Standardized nomenclatures that specify the organization of complex text (including technical and scientific notation, graphics, and images) and define the document type, data elements within the document, and the relationship between data elements for electronically prepared, stored, interchangd, and published documents.",False,,False,,
document storage,,False,,False,,
documentation,"The assembling, coding, and disseminating of recorded knowledge.",False,,False,,
documents,,False,,False,,
Dodge satellite,,False,,False,,
doghouses (electronics),Small enclosures placed at the base of transmitting antenna towers to house antenna tuning equipment.,False,,False,,
dogs,,False,,False,,
dollies,,False,,False,,
dolomite (mineral),"A common rock-forming rhombohedral material consisting of calcium, magnesium, and carbonates. It is used for refractory products.",False,,False,,
dolphins,,False,,False,,
domain wall,,False,,False,,
domains,,False,,False,,
~ domes,,False,,False,,
domes (geology),,False,,False,,
domes (structural forms),,False,,False,,
domestic energy,,False,,False,,
domestic satellite communications systems,,False,,False,,
dominance,,False,,False,,
Dominica,,False,,False,,
Dominican Republic,,False,,False,,
Domino propellants,,False,,False,,
Donnell equations,,False,,False,,
donor materials,,False,,False,,
doors,,False,,False,,
dopa,"An intermediate organic compound produced by oxidation of tyrosine by tyramine; also, an intermediate product in the synthesis of both epinephrine and melanin. Used for dihydroxyphenylalanine.",False,,False,,
dopamine,,False,,False,,
doped crystals,,False,,False,,
dopes,,False,,False,,
doping (materials),The incorporation of impurities into silicon or other semiconductor materials in order to modify the conductivity or other electrical properties of these materials,False,,False,,
Doppler effect,The change in frequency with which energy reaches a receiver when the receiver and the energy source are in motion relative to each other. Used for DOVAP and stellar Doppler shift.,False,,False,,
Doppler-Fizeau effect,"The Doppler effect applied to a source of light. When the distance between the observer and the source of light is diminishing, the lines of the spectrum are displaced towards the violet, and, when the distance is increasing, they are displaced toward the red, the displacement being proportional to the relative velocity of approach or recession.",False,,False,,
Doppler navigation,Dead reckoning performed automatically by a device which gives a continuous indication of position by integrating the speed derived from measurement of the Doppler effect of echoes from directed beams of radiant energy transmitted from the craft.,False,,False,,
Doppler radar,Radar which utilizes the Doppler effect to determine the radial component of velocities of relative radar targets or to select targets having particular radial velocities.,True,radar,False,,
Dornier aircraft,,False,,False,,
Dornier paraglider rocket vehicle,,False,,False,,
dorsal sections,,False,,False,,
dosage,,False,,False,,
dosimeters,"Instruments for measuring the ultraviolet in solar and sky radiation. Devices worn by persons working around radioactive material, which indicate the dose of radiation to which thay have been exposed. Used for dosimetry.",False,,False,,
double base propellants,"Solid rocket propellants using two unstable compounds, such as nitrocellulose and nitroglycerin. The unstable compounds used in a double based propellant do not require a separate oxidizer. Used for cordite.",False,,False,,
double base rocket propellants,,False,,False,,
double cusps,,False,,False,,
double precision arithmetic,,False,,False,,
double sideband transmission,,False,,False,,
double stars,"Stars which appear as single points of light to the eye but which can be resolved into two points by a telescope. A double star is not necessarily a binary, a two star system revolving about a common center, but may be an optical double, two unconnected stars in the same line of sight.",False,,False,,
Douglas aircraft,,False,,False,,
down-converters,,False,,False,,
downbursts,,False,,False,,
downlinking,"The transmission of signals (data, information, etc.) from satellites to ground terminals.",False,,False,,
downrange,The airspace extending downstream on a given rocket test range.,False,,False,,
Downrange Antimissile Measurement Program,,False,,False,,
downrange measurement,,False,,False,,
downtime,A period during which equipment is not operating correctly because of machine failure.,False,,False,,
downwash,,False,,False,,
Draconid meteoroids,,False,,False,,
~ draft,,False,,False,,
draft (gas flow),,False,,False,,
drafting (drawing),,False,,False,,
drafting machines,,False,,False,,
drag,A retarding force acting upon the direction of motion of the body. It is a component of the total fluid forces acting on the body. Used for drag effect.,False,,False,,
drag chutes,,False,,False,,
~ drag coefficients,The ratios of drag to the products of dynamic pressures and reference areas.,False,,False,,
drag devices,,False,,False,,
drag force anemometers,"Instruments for measuring both the static and dynamic velocity head and flow in high frequency, unsteady flow.",False,,False,,
drag measurement,,False,,False,,
drag reduction,,False,,False,,
drainage,,False,,False,,
drainage patterns,,False,,False,,
~ drawing,,False,,False,,
drawings,,False,,False,,
dreams,,False,,False,,
dredged materials,"Sand, mud, silt, gravel, etc., recovered from the bottoms of harbors, canals, etc., during dredging operations.",False,,False,,
dredging,"Mechanical or hydraulic excavation of underwater material. Used in maintaining and building of channels and ports as well as underwater mining of sand, gravel, and minerals.",False,,False,,
~ drift,,False,,False,,
drift (instrumentation),,False,,False,,
drift rate,"The amount of drift,in any of its several senses, per unit time. Drift rate has many specific meanings in different fields. The type of drift rate should always be specified.",False,,False,,
drill bits,,False,,False,,
drilling,,False,,False,,
drills,,False,,False,,
drinking,,False,,False,,
~ drives,,False,,False,,
drone aircraft,Remotely controlled aircraft. Used for drone helicopters.,False,,False,,
drone vehicles,,False,,False,,
drooped airfoils,A baseline airfoil with an abrupt change in cross-section at about midspan from the fuselage. The outboard portion of the wing has a cross-section with a nearly flat bottom and a drooped (downward) leading edge in relation to the inboard baseline wing.,False,,False,,
~ drop,,False,,False,,
drop calorimeters,,False,,False,,
drop size,"The diameter of a drop if it is approximately spherical; otherwise, the approximate shape and appropriate dimensions must be described.",False,,False,,
drop tests,,False,,False,,
drop towers,"Large devices for low gravity processing of molten material which consist of either a capsule which is dropped, or a drop tube where containerless low gravity studies are conducted or both. Used for drop tubes.",False,,False,,
drop transfer,,False,,False,,
dropouts,Discrete variations in signal levels during the reproduction of recorded data which result in data reduction errors.,False,,False,,
drops (liquids),Small bodies of liquid held together primarily by surface tension. Used for liquid drops.,False,,False,,
dropsondes,"Radiosondes equipped with a parachute, dropped from an aircraft to transmit measurements of atmospheric conditions as it descends.",False,,False,,
Drosophila,,False,,False,,
drought,,False,,False,,
drugs,,False,,False,,
~ drums,,False,,False,,
drums (containers),,False,,False,,
dry cells,,False,,False,,
dry friction,,False,,False,,
dry heat,,False,,False,,
drydocks,,False,,False,,
drying,,False,,False,,
drying apparatus,,False,,False,,
DTL integrated circuits,,True,DTL,False,,
Dual Air Density Explorer,,False,,False,,
dual spin spacecraft,,False,,False,,
dual thrust nozzles,,False,,False,,
dual wing configurations,"A configuration of two wings of nearly the same planform and area, one behind the other.",False,,False,,
duality principle,Principle that for any theorem in electric circuit analysis there is a dual theorem in which quantities are replaced with dual quantities. Examples are current and voltage or impedance and admittance.,False,,False,,
duality theorem,"Theorem which states that if either of two dual linear programming problems has a solution, then so does the other.",False,,False,,
dubnium,,False,,False,,
duct geometry,"The shape and dimensions of ports or other openings designed for passage of fluids (gases, liquids, or mixtures) in or external to engines.",False,,False,,
ducted bodies,,False,,False,,
ducted fan engines,Aircraft engines incorporating a fan or propeller enclosed in a duct; especially jet engines in which an enclosed fan or propeller is used to ingest ambient air to augment the gases of combustion in the jetstream.,False,,False,,
ducted fans,Fans enclosed in ducts.,False,,False,,
ducted flow,,False,,False,,
ducted rocket engines,,False,,False,,
ductile-brittle transition,,False,,False,,
ductility,,False,,False,,
ducts,"Specifically, tubes or passages that confine and conduct fluids, as passages for the flow of air to compressors of gas turbine engines, or pipes leading air to superchargers.",False,,False,,
Duffing differential equation,,False,,False,,
dummies,,False,,False,,
dump combustors,Combustors having a means of reducing flow velocity and forming recirculation zones through the sudden enlargement area between the inlet duct and the combustion chamber.,False,,False,,
dumping,,False,,False,,
Dunaliella,,False,,False,,
dunes,"Low mounds, ridges, banks, or hills of loose, windblown granular material, usually sand, capable of movement. Used for barchans, coastal dunes, and sand dunes.",False,,False,,
dunite,,False,,False,,
duochromators,,False,,False,,
duoplasmatrons,,False,,False,,
duplex operation,The operation of associated transmitting and receiving apparatus in which the processes of transmission and reception are concurrent.,False,,False,,
duplexers,"Devices which permit a single antenna system to be used for both transmitting and receiving. Duplexers should not be confused with diplexers, devices permitting an antenna system to be used simultaneously or separately by two transmitters.",False,,False,,
durability,,False,,False,,
durene,,False,,False,,
dust,An imprecise term referring to particulates capable of temporary suspension in air or other gases - also particles smaller than an arbitrary selected size.,False,,False,,
dust collectors,,False,,False,,
dust storms,,False,,False,,
dusty plasmas,"Ionized gases containing small particles of solid matter, which are charged and interact through a Coulomb repulsion. They behave much like a colloidal suspension, exhibiting for example crystalline, liquid, and gas phases, and a melting/freezing phase transition.",False,,False,,
dwarf galaxies,Galaxies with low luminosity.,False,,False,,
dwarf novae,"Short period binary systems in which a red quasi-main sequence star fills its Roche lobe and transfers matter, via an accretion disk, onto a white dwarf.",False,,False,,
dwarf planets,"Celestial bodies that are in orbit around the Sun, have sufficient mass for their self-gravity to overcome rigid body forces so that they assume a hydrostatic equilibrium (nearly round) shape, have not cleared the neighborhood around their orbits, and are not satellites of a planet.",False,,False,,
dwarf stars,,False,,False,,
dwell,,False,,False,,
dyadics,,False,,False,,
dye lasers,,False,,False,,
dyes,,False,,False,,
dynamic characteristics,,False,,False,,
dynamic control,,False,,False,,
dynamic loads,"Loads imposed by dynamic action, as distinguished from a static load. Specifically, with respect to aircraft, rockets, or spacecraft, a load due to an acceleration of craft, as imposed by gusts, by maneuvering, by landing, by firing rockets, etc.",False,,False,,
dynamic models,Models of aircraft or other objects having their linear dimensions and weight and moments of inertia reproduced in scale in proportion to the original.,False,,False,,
dynamic modulus of elasticity,,False,,False,,
dynamic pressure,"The pressure of a fluid resulting from its motion, equal to one half the fluid density times the fluid velocity squared. In incompressible flow, dynamic pressure is the difference between total pressure and static pressure.",False,,False,,
dynamic programming,,False,,False,,
dynamic range,The range of a signal detector or transmitter between the smallest and largest detectable signal levels which can be detected without inducing changes in its gain characteristics; usually expressed in decibels.,False,,False,,
dynamic response,,False,,False,,
dynamic stability,"The characteristics of a body, such as an aircraft or rocket, that causes it, when disturbed from an original state of steady flight or motion, to damp the oscillations set up by restoring moments and gradually return to its original state; specifically, the aerodynamic characteristics.",False,,False,,
dynamic structural analysis,,False,,False,,
dynamic tests,,False,,False,,
dynamical systems,,False,,False,,
~ dynamics,"Study of the motion of a system of material particles under the influence of forces, especially those which originate outside the system under consideration.",False,,False,,
Dynamics Explorer 1 satellite,"A twin satellite of Dynamics Explorer 2 satellite designed to study the magnetosphere, ionosphere, and atmosphere coupling.",False,,False,,
Dynamics Explorer 2 satellite,"A twin satellite of Dynamics Explorer 1 satellite designed to study the magnetosphere, ionosphere, and atmosphere coupling.",False,,False,,
Dynamics Explorer satellites,"Two satellites that have been designed to occupy different orbits and supply comparative data for studying the boundary region between earth and space. Of the 24 goals of the program, one half require both satellite's data, one fourth one satellite's data and one fourth the other satellite's data. The satellites were launched together in August of 1981.",False,,False,,
dynamite,,False,,False,,
dynamo theory,,False,,False,,
dynamometers,"Instruments for measuring power or force; specifically, instruments for measuring the power, torque, or thrust of aircraft engines or rockets. Used for electrodynamometers.",False,,False,,
dynodes,,False,,False,,
Dyson theory,,False,,False,,
dyspnea,Difficult or labored breathing.,False,,False,,
dysprosium,,False,,False,,
dysprosium compounds,,False,,False,,
dysprosium isotopes,,False,,False,,
E-1 layer,,False,,False,,
E-2 aircraft,,False,,False,,
E-2 layer,,False,,False,,
E-3A aircraft,,False,,False,,
E-4A aircraft,,False,,False,,
E glass,A low alkali lime borosilicate glass made into glass fiber filaments used in composite materials.,False,,False,,
E region,"A portion of the ionosphere extending from about 90 to 150 km. In daylight, the electron density has one maximum at about 105 km. and is dependent upon solar activity and the solar zenith angle. At night the E region nearly disappears except at high latitudes where particle precipitation can produce ionization at altitutes greater than those expercienced under sunlight conditions.",False,,False,,
EAI 680 computer,,True,EAI,False,,
EAI 8400 computer,,True,EAI,False,,
EAI 8900 computer,,True,EAI,False,,
ear,,False,,False,,
ear pressure test,,False,,False,,
ear protectors,,False,,False,,
eardrums,,False,,False,,
Early Bird satellites,,False,,False,,
early stars,,False,,False,,
early warning systems,,False,,False,,
earphones,Electroacoustic transducers operating from an electrical system to an acoustical system and intended to be closely coupled acoustically to the ear. Used for headsets.,False,,False,,
Earth albedo,The fraction of the solar incident radiation that is reflected off the Earth and back into space.,False,,False,,
Earth analogs,"Structures, processes, or phenomena that occur on Earth, or have occurred in the Earths geologic past, extrapolated to other planets.",False,,False,,
Earth & Ocean Physics Applications Program,,False,,False,,
Earth atmosphere,,False,,False,,
Earth axis,"Any one of a set of mutually perpendicular reference axes established with the upright axis (the Z axis) pointing to the center of the Earth, used in describing the position or performance of an aircraft or other body in flight. The Earth axes may remain fixed or may move with the aircraft or other object.",False,,False,,
Earth core,,False,,False,,
Earth crust,,False,,False,,
Earth cryosphere,The part of the Earths surface that is perennially frozen - the zone of the Earth where ice and frozen ground are formed.,False,,False,,
Earth environment,,False,,False,,
Earth gravitation,,False,,False,,
Earth hydrosphere,"That part of the Earth that consists of the oceans, seas, lakes, and rivers. Used for hydrosphere (Earth).",False,,False,,
Earth ionosphere,,False,,False,,
Earth-ionosphere waveguide,A natural waveguide consisting of the atmospheric duct formed by the ionospheric D region and the surface of the Earth making possible long-range communications in the 10KHz frequency range.,False,,False,,
Earth limb,,False,,False,,
Earth magnetosphere,,False,,False,,
Earth mantle,"The zone of the Earth below the crust and above the core (to a depth of 3480 km), which is divided into the upper mantle and the lower mantle, with a transition zone between. Used for mantle (Earth structure).",False,,False,,
Earth-Mars trajectories,,False,,False,,
Earth-Mercury trajectories,,False,,False,,
Earth-Moon system,,False,,False,,
Earth-Moon trajectories,,False,,False,,
~ Earth motion,,False,,False,,
Earth movements,,False,,False,,
Earth observations (from space),The acquisition of Earth surface data from aircraft or spacecraft.,False,,False,,
Earth Observing System (EOS),NASA's orbital multisensor observatory system for the long term acquisition of Earth sciences data to be operated in conjunction with an integrated ground-based science information system. This international system will become operational in 1995 when the first of four polar platforms will be launched. The first and third will be launched under U.S. auspices. The second under ESA auspices and the last under Japanese auspices.,True,EOS,False,,
Earth orbital environments,,False,,False,,
Earth orbital rendezvous,,False,,False,,
Earth orbits,,False,,False,,
Earth orientation,,False,,False,,
Earth (planet),"That planet of the solar system which is fifth in size of the 9 major planets, and third (between Venus and Mars) in order of distance from the sun (about 93 million miles). Major data for the Earth: equatorial radius: 6,378 kilometers (3,963.5 miles); polar radius: 6,357 kilometers (3,941 miles); equatorial circumference: 40,075 kilometers (24,902 miles).",False,,False,,
Earth planetary structure,,False,,False,,
Earth radiation budget,,False,,False,,
Earth radiation budget experiment,Radiation measurements to determine the spatial and temporal variations of the Earth's radiance. The measurements have continued for the past two decades beginning with Explorer 7 in 1959 and through Nimbus 6 and 7. Used for ERBE.,False,,False,,
Earth resources,Power sources and renewable or nonrenewable materials occurring naturally on Earth.,False,,False,,
Earth Resources Information System,,False,,False,,
Earth Resources Program,,False,,False,,
Earth Resources Survey aircraft,,False,,False,,
Earth Resources Survey Program,,False,,False,,
Earth rotation,,False,,False,,
Earth sciences,,False,,False,,
Earth surface,,False,,False,,
Earth terminal measurement system,"NBS system for measuring electromagnetic parameters of communication satellites and ground stations relative to antenna gain, ratio of carrier power to operating noise temperature, and satellite effective isotropic power.",False,,False,,
Earth terminals,Portable or stationary ground-based equipment used to transmit and receive signals and other data via satellites in communications networks.,False,,False,,
Earth tides,,False,,False,,
Earth-Venus trajectories,,False,,False,,
Earth Viewing Applications Laboratory,,False,,False,,
Earthnet,,False,,False,,
earthquake damage,,False,,False,,
earthquake resistance,Structural strength of natural geological formations reacting to seismic forces.,False,,False,,
earthquake resistant structures,Buildings and other structures designed for maximum safety and protection from the effects of earthquakes.,False,,False,,
earthquakes,Sudden motions or tremblings in the Earth caused by the abrupt release of slowly accumulated strain.,False,,False,,
EASEP,,True,EASEP,False,,
East Germany,,False,,False,,
Eastern Hemisphere,,False,,False,,
eating,,False,,False,,
Ebert spectrometers,,False,,False,,
eccentric orbits,,False,,False,,
eccentricity,,False,,False,,
eccentrics,,False,,False,,
echelette gratings,,False,,False,,
echelle gratings,,False,,False,,
Echo 1 satellite,,False,,False,,
Echo 2 satellite,,False,,False,,
Echo project,,False,,False,,
Echo satellites,,False,,False,,
echo sounding,,False,,False,,
echo suppressors,,False,,False,,
echocardiography,,False,,False,,
echoencephalography,"A diagnostic technique in which pulses of ultrasonic waves are beamed through the head from both sides, and echoes from the midstructures of the brain are recorded as graphic tracings.",False,,False,,
echoes,"Waves that have been reflected or otherwise returned with sufficent magnitude and delay to be detected as a wave distinct from that directly transmitted. In radar, a pulse of reflected radiofrequency energy; the appearance on a radar indicator of the energy returned from a target.",False,,False,,
eclipse project,,False,,False,,
eclipses,"The reductions in visibility or disappearances of nonluminous bodies by passing into the shadows cast by another nonluminous body. The apparent cutting off, wholly or partially, of the light from a luminous body by a dark body coming between it and the observer.",False,,False,,
eclipsing binary stars,,False,,False,,
ecliptic,The apparent annual path of the sun among the stars; the intersection of the plane of the Earth's orbit with the celestial sphere. The ecliptic is a great circle of the celestial sphere inclined at an angle of about 23 degrees 27 minutes to the celestial equator.,False,,False,,
eclogite,,False,,False,,
ecology,The study of the environmental relations of organisms. Used for ecological systems.,False,,False,,
econometrics,The application of mathematics and statistical techniques to the testing and quantifying of economic theories and the solution of economic problems.,False,,False,,
economic analysis,,False,,False,,
economic development,,False,,False,,
economic factors,,False,,False,,
economic impact,The impact on the economy from whatever cause.,False,,False,,
economics,"Study of the production, distribution, and consumption of goods and services.",False,,False,,
economy,,False,,False,,
ecosystems,,False,,False,,
Ecuador,,False,,False,,
Eddington approximation,,False,,False,,
eddy currents,"Electric currents caused to flow in a conductor by the time or space variation, or both, of an applied magnetic field.",False,,False,,
eddy viscosity,"The turbulent transfer of momentum by eddies giving rise to an internal fluid friction, in a manner analogous to the action of molecular viscosity in laminar flow, but taking place on a much larger scale.",False,,False,,
edema,,False,,False,,
edge cracks,,False,,False,,
edge detection,,False,,False,,
edge dislocations,,False,,False,,
edge loading,,False,,False,,
edges,,False,,False,,
editing,,False,,False,,
editing routines (computers),,False,,False,,
education,,False,,False,,
educational resources,Products produced for educational or training purposes.,False,,False,,
educational television,,False,,False,,
effective perceived noise levels,,False,,False,,
effectiveness,,False,,False,,
~ effectors,,False,,False,,
~ effects,,False,,False,,
efferent nervous systems,,False,,False,,
effervescence,,False,,False,,
efficiency,,False,,False,,
effluents,,False,,False,,
efflux,,False,,False,,
effort,,False,,False,,
effusives,,False,,False,,
eggs,,False,,False,,
EGO,,True,EGO,False,,
egress,,False,,False,,
Egypt,,False,,False,,
EH-101 helicopter,,False,,False,,
eigenvalues,,False,,False,,
eigenvectors,,False,,False,,
eikonal equation,,False,,False,,
Einstein equations,,False,,False,,
einsteinium,,False,,False,,
einsteinium compounds,,False,,False,,
EISCAT radar system (Europe),The European Incoherent Scatter Radar system. Used for European Incoherent Scatter Radar.,True,EISCAT,False,,
ejecta,"Matter ejected during impact cratering processes, usually meteoritic.",False,,False,,
ejection,,False,,False,,
ejection injuries,,False,,False,,
ejection seats,,False,,False,,
ejection training,,False,,False,,
ejectors,"Devices consisting of a nozzle, mixing tube, and diffuser utilizing the kinetic energy of a fluid from a low pressure region by direct mixing and ejecting both streams.",False,,False,,
Ekman layer,"The layer of transition between the surface boundary layer of the atmosphere, where the shearing stress is constant, and the free atmosphere, which is treated as an ideal fluid in approximate geostrophic equilibrium.",False,,False,,
el Nino,"A warming of the surface waters of the eastern equatorial Pacific Ocean that cccurs at irregular intervals of 1-2 years, usually lasting 1-2 years.",False,,False,,
El Salvador,,False,,False,,
Elara,"A natural satellite of Jupiter, orbiting at a mean distance of 11,737,000 kilometers.",False,,False,,
elastic anisotropy,,False,,False,,
elastic bars,,False,,False,,
elastic bending,,False,,False,,
elastic bodies,,False,,False,,
elastic buckling,,False,,False,,
elastic cylinders,,False,,False,,
elastic damping,,False,,False,,
elastic deformation,,False,,False,,
elastic media,,False,,False,,
elastic plates,,False,,False,,
elastic properties,Properties of materials by virtue of which they tend to recover their original size and shape immediately after removal of the forces causing deformation. Used for elastic constants and elasticity.,False,,False,,
elastic scattering,,False,,False,,
elastic sheets,,False,,False,,
elastic shells,,False,,False,,
~ elastic systems,,False,,False,,
elastic waves,,False,,False,,
elastin,,False,,False,,
elastodynamics,,False,,False,,
elastohydrodynamics,,False,,False,,
elastomers,"Macromolecular materials which, at room temperature, are capable of recovering substantially in size and shape after removal of a deforming force.",False,,False,,
elastometers,,False,,False,,
elastoplasticity,,False,,False,,
elastostatics,,False,,False,,
Elber equation,"In fatigue crack propagation studies, the effective stress range ratio U = 0.5 + 0.4R, where R is the stress ratio.",False,,False,,
elbow (anatomy),,False,,False,,
Eldo launch vehicle,,False,,False,,
Electra aircraft,,False,,False,,
electrets,,False,,False,,
electric arcs,(1) a luminous discharge of electricity through a gas. (2) A prolonged electrical discharge or series of prolonged discharges between two electrodes with no physical contact between them.,False,,False,,
electric automobiles,,False,,False,,
electric batteries,,False,,False,,
electric bridges,,False,,False,,
~ electric cells,,False,,False,,
electric charge,,False,,False,,
electric choppers,,False,,False,,
electric coils,,False,,False,,
electric conductors,,False,,False,,
electric connectors,"Connecting devices, ordinarialy designed for use in a fixed location to which a wire or wies of a circuit may be attached and that are arranged for the insertion of a plug. Used fojacks (electrical).",False,,False,,
electric contacts,,False,,False,,
electric control,,False,,False,,
electric corona,"A luminous, and often audible, electric discharge that is intermediate in nature between a spark discharge (with, usually, its single discharge channel) and a non point discharge (with its diffuse, quiescent, nonluminous character). Used for corona discharges.",False,,False,,
electric current,,False,,False,,
electric dipoles,,False,,False,,
electric discharges,"The flowing of electricity through a gas, resulting in the emission of radiation that is characteristic of the gas and the intensity of the current.",False,,False,,
electric energy storage,,False,,False,,
~ electric equipment,,False,,False,,
electric equipment tests,,False,,False,,
electric field strength,,False,,False,,
electric fields,,False,,False,,
electric filters,,False,,False,,
electric furnaces,"Furnaces whose heat is derived from electrical energy, generally achieved through resistance heating. Materials research and space processing are research uses.",False,,False,,
electric fuses,,False,,False,,
electric generators,,False,,False,,
electric hybrid vehicles,Surface vehicles which utilize propulsion systems of both electric motors and conventional internal combustion engines.,False,,False,,
electric ignition,,False,,False,,
electric moments,,False,,False,,
electric motor vehicles,,False,,False,,
electric motors,,False,,False,,
electric networks,,False,,False,,
electric outlets,,False,,False,,
electric potential,"In electrostatics, the work done in moving unit positive charge from infinity to the point whose potential is being specified. Used for voltage.",False,,False,,
~ electric power,,False,,False,,
electric power plants,,False,,False,,
electric power supplies,,False,,False,,
electric power transmission,,False,,False,,
electric propulsion,"A general term encompassing all the various types of propulsion in which the propellant consists of charged electrical particles which are accelerated by electrical or magnetic fields, or both; for example, electrostatic propulsion, electromagnetic propulsion, and electrothermal propulsion.",False,,False,,
electric pulses,,False,,False,,
electric reactors,,False,,False,,
electric relays,,False,,False,,
electric rocket engines,,False,,False,,
electric sparks,,False,,False,,
electric stimuli,,False,,False,,
electric switches,,False,,False,,
electric terminals,,False,,False,,
electric welding,,False,,False,,
electric wire,,False,,False,,
electrical conductivity meters,,False,,False,,
electrical engineering,"Branch of engineering related to the design, development, and operation of electrical devices and systems.",False,,False,,
electrical faults,,False,,False,,
electrical grounding,,False,,False,,
electrical impedance,,False,,False,,
electrical insulation,"A material of relatively low electrical conductivity and high dielectric strength, usually used to support or provide electrical separation for conductors, in which a voltage applied between two points on or within the material produces a small and sometimesnegligible current.",False,,False,,
electrical measurement,,False,,False,,
electrical properties,,False,,False,,
electrical resistance,,False,,False,,
electrical resistivity,A factor such that the conduction-current density is equal to the electric field in the material divided by resistivity.,False,,False,,
electricity,,False,,False,,
electrification,,False,,False,,
electro-optical effect,,False,,False,,
electro-optical photography,,False,,False,,
electro-optics,,False,,False,,
electroacoustic transducers,"Transducers for receiving waves from an electric system and delivering waves to an acoustic system, or vice versa. Microphones and earphones are electroacoustic transducers.",False,,False,,
electroacoustic waves,,False,,False,,
electroacoustics,,False,,False,,
electroactive polymers,,False,,False,,
electroanesthesia,,False,,False,,
electrocardiography,,False,,False,,
electrocatalysts,,False,,False,,
electrochemical capacitors,Devices that store energy in the electric field of an electrochemical double-layer.,False,,False,,
electrochemical cells,Electrochemical systems consisting of an anode and a cathode in metallic contact and immersed in an electrolyte. (The anode and cathode may be different metals or dissimilar areas on the same metal surface).,False,,False,,
electrochemical corrosion,,False,,False,,
electrochemical machining,,False,,False,,
electrochemical oxidation,,False,,False,,
electrochemical synthesis,A chemical synthesis reaction that is induced by an electric current.,False,,False,,
electrochemistry,The branch of science and technology which deals with transformations between chemical and electrical energy.,False,,False,,
electrochromism,A phenomenon whereby a select number of solid materials will change color when an electric field is applied.,False,,False,,
electrocutaneous communication,,False,,False,,
electrode film barriers,,False,,False,,
electrode materials,,False,,False,,
electrodeless discharges,,False,,False,,
electrodeposition,,False,,False,,
electrodes,"Terminals at which electricity passes from one medium into another. The positive electrodes are called the anodes; the negative electrodes are called the cathodes. In semiconductor devices, elements that perform one or more of the functions of emitting or collecting electrons or holes, or of controlling their movements by electric fields. In electron tubes, conducting elements that perform one or more of the functions of emitting, collecting, or controlling by electromagnetic fields, the movements of electrons or ions.",False,,False,,
electrodialysis,,False,,False,,
electrodissolution,,False,,False,,
electrodynamics,The science dealing with the forces and energy transformations of electric currents and the magnetic fields associated with them.,False,,False,,
electroencephalography,,False,,False,,
electroepitaxy,Crystal growth process achieved by passing an electric current through the substrate solution.,False,,False,,
electroforming,,False,,False,,
electrohydraulic forming,,False,,False,,
electrohydrodynamics,,False,,False,,
electrojets,"Laterally limited, relatively intense electric currents located in the ionosphere.",False,,False,,
electrokinetics,,False,,False,,
electroless deposition,Controlled autocatalytic reduction method of depositing coatings.,False,,False,,
