Input Term,Input Definitions,isAcronym,Extracted Term,isDescription,Description,Context
Funding,"The source of financial support (funding) for the
								resource.",False,,False,,
GammaRays,Photons with a wavelength range: 0.00001 to 0.001 nm,False,,False,,
Ganymede,The biggest moon of Jupiter and in the solar system.,False,,False,,
GEI,"GEI Geocentric Equatorial Inertial - A coordinate system
								where the Z axis is along Earth's spin vector, positive northward. X axis points towards
								the first point of Aries (from the Earth towards the Sun at the vernal equinox). See
								Russell, 1971. When the X axis is the direction of the mean vernal equinox of J2000, the
								coordinate system is also called GCI. Then the Z axis is also defined as being normal to
								the mean Earth equator of J2000.",True,GEI,False,,
GeigerMuellerTube,"An instrument which measures density of ionizing
								radiation based on interactions with a gas.",False,,False,,
GeneralContact,"An individual who can provide information on a range of
								subjects or who can direct you to a domain expert.",False,,False,,
GEO,"Geographic - geocentric corotating - A coordinate system
								where the Z axis is along Earth's spin vector, positive northward. X axis lies in
								Greenwich meridian, positive towards Greenwich. See Russell, 1971.",True,GEO,False,,
GeomagneticStorm,"A magnetospheric disturbance typically defined by
								variations in the horizontal component of the Earth's surface magnetic field. The
								variation typically starts with a field enhancement associated with a solar wind
								pressure pulse and continues with a field depression associated with an enhancement of
								the diamagnetic magnetospheric ring current.",False,,False,,
GeometricFactor,"A measure of the gathering power of a particle detector.
								The geometric factor can be used to correct particle measurements by accounting for the
								fact that only a fraction of source particles are able to gain entry through the
								aperture of a detector. For an isotopic source distribution, the geometric factor
								corresponds to the solid angle subtended by the aperture. In practice, determination of
								the geometric factor requires numerical modeling and depends on detector design and the
								characteristics of the source.",False,,False,,
GIF,"Graphic Interchange Format (GIF) first introduced in 1987
								by CompuServe. GIF uses LZW compression and images are limited to 256 colours.",True,GIF,False,,
GPHIO,"Kronian Solar Orbital - A coordinate system related to
								Saturn where X is anti-sunward, Y along the orbital velocity direction.",True,GPHIO,False,,
Granule,"An accessible portion of another resource. A Granule may
								be composed of one or more physical pieces (files) which are considered inseparable. For
								example, a data storage format that maintains metadata and binary data in separate, but
								tightly coupled files. Granules should not be used to group files that have simple
								relationships or which are associated through a parent resource. For example, each file
								containing a time interval data for a Numerical Data resource would each be considered a
								Granule. The ParentID of a Granule resource must be a NumericalData resource. The
								attributes of a Granule supersede the corresponding attributes in the NumericalData
								resource.",False,,False,,
Group,"An assemblage of values that a certain relation or common
								characteristic.",False,,False,,
GSE,"Geocentric Solar Ecliptic - A coordinate system where the
								X axis is from Earth to Sun. Z axis is normal to the ecliptic, positive northward. See
								Russell, 1971.",True,GSE,False,,
GSEQ,"Geocentric Solar Equatorial - A coordinate system where
								the X axis is from Earth to Sun. Y axis is parallel to solar equatorial plane. Z axis is
								positive northward. See Russell, 1971",True,GSEQ,False,,
GSM,"Geocentric Solar Magnetospheric - A coordinate system
								where the X axis is from Earth to Sun, Z axis is northward in a plane containing the X
								axis and the geomagnetic dipole axis. See Russell, 1971",True,GSM,False,,
GUI,"A graphical user interface (GUI) is a form of user
								interface that allows users to interact with an application through graphical icons,
								forms and other elements with both a keyboard and a pointing device.",True,GUI,False,,
Gyrofrequency,"The number of gyrations around a magnetic guiding center
								(field line) a charged particle makes per unit time due to the Lorentz force.",False,,False,,
GZIP,"An open standard algorithm distributed by GHU based on
								LZ77 and Huffman coding. See <http://www.gnu.org/software/gzip/gzip.html> or
								<http://www.gzip.org/>",True,GZIP,False,,
HAE,"Heliocentric Aries Ecliptic - A coordinate system where
								the Z axis is normal to the ecliptic plane, positive northward. X axis is positive
								towards the first point of Aries (from Earth to Sun at vernal equinox). Same as SE
								below. See Hapgood, 1992.",True,HAE,False,,
Halo,"The part of an object or distribution surrounding some
								central body or distribution. For example, the particles above the core energies that
								show enhancements above the thermal population. Typically, a ""power law tail"" shows a
								break from the core Maxwellian at a particular energy.",False,,False,,
Halpha,"A spectrum with a wavelength range centered at 656.3 nm.
								VSO nickname: H-alpha image with a spectrum range of of 655.8 nm to 656.8 nm.",False,,False,,
HAPI,"A Heliophysics Application Programmer Interface (HAPI)
								specification compliant access point.",True,HAPI,False,,
Hardcopy,"A permanent reproduction, or copy in the form of a
								physical object, of any media suitable for direct use by a person.",False,,False,,
HardXrays,"Photons with a wavelength range: 0.001 to 0.1 nm and an
								energy range of 12 keV to 120 keV",False,,False,,
HashFunction,"A function or algorithm that converts a digital data
								object into a hash value. Typically the hash value is small and concise when compared to
								the digital data object.",False,,False,,
HashValue,"The value calculated by a hash function, e.g. the message
								digest of a digital data object.",False,,False,,
HCC,"Heliocentric Cartesian - A 3-D orthonormal coordinate
								system that is primarily intended to specify with two dimensions a point on the solar
								disk. The Z axis points toward the observer. The Y axis lies in the plane defined by the
								solar spin vector and the Z axis, positive northward. The X axis is perpendicular to the
								Y and Z axes, positive toward solar west. Standard representation for this system is via
								the point's x and y values, expressed either as physical distances or as fractions of
								the solar disk radius.",True,HCC,False,,
HCI,Heliographic Carrington Inertial.,True,HCI,False,,
HCR,"Heliocentric Radial - A 3-D orthonormal coordinate system
								that is primarily intended to specify with two dimensions a point on the solar disk. The
								Z axis points toward the observer. The Y axis lies in the plane defined by the solar
								spin vector and the Z axis, positive northward. The X axis is perpendicular to the Y and
								Z axes, positive toward solar west. Standard representation for this system is via the
								point's distance rho from the Z axis [Rho = SQRT(x**2 + y**2)] and its phase angle psi
								measured counterclockwise from the +Y axis [psi = arctan (-y/x)]",True,HCR,False,,
HDF,Hierarchical Data Format,True,HDF,False,,
HDF4,"Hierarchical Data Format, Version 4",False,,False,,
HDF5,"Hierarchical Data Format, Version 5",False,,False,,
He10830,"A spectrum with a wavelength range centered at 1082.9 nm.
								VSO nickname: He 10830 image with a range of 1082.5 nm to 1083.3 nm.",False,,False,,
He304,"A spectrum centered around the resonance line of ionised
								helium at 304 Angstrom (30.4 nm).",False,,False,,
HeatFlux,"Flow of thermal energy through a gas or plasma; typically
								computed as third moment of a distribution function.",False,,False,,
HEE,"Heliocentric Earth Ecliptic - A coordinate system where
								the Z axis is normal to the ecliptic plane, positive northward. X axis points from Sun
								to Earth. See Hapgood, 1992",True,HEE,False,,
HEEQ,"Heliocentric Earth Equatorial - A coordinate system where
								the Z axis is normal to the solar equatorial plane, positive northward. X axis is
								generally Earthward in the plane defined by the Z axis and the Sun-Earth direction. See
								Hapgood, 1992.",True,HEEQ,False,,
Heliosheath,"The region extending radially outward from the
								heliospheric termination shock and in which the decelerated solar wind plasma is still
								significant.",False,,False,,
Heliosphere,"The solar atmosphere extending roughly from the outer
								corona to the edge of the solar plasma at the heliopause separating primarily solar
								plasma from interstellar plasma.",False,,False,,
HERTN,"Helio-Eclipitic Radial Tangential Normal coordinate
								system. Typically centered at a spacecraft. The X axis (radial) is set as the primary
								axis, and is defined as the axis pointing from the spacecraft to the Sun. The Z axis
								(tangential) is set as the secondary axis, and is defined as that portion of the
								ecliptic rotational axis which is perpendicular to the primary axis. The Y axis (Normal)
								is defined as Z cross X.",True,HERTN,False,,
HG,"Heliographic - A heliocentric rotating coordinate system
								where the Z axis is normal to the solar equatorial plane, positive northward. X, Y axes
								rotate with a 25.38 day period. The zero longitude (X axis) is defined as the longitude
								that passed through the ascending node of the solar equator on the ecliptic plane on 1
								January, 1854 at 12 UT. See
								<http://nssdc.gsfc.nasa.gov/space/helios/coor_des.html>",True,HG,False,,
HGI,"Heliographic Inertial - A heliocentric coordinate system
								where the Z axis is normal to the solar equatorial plane, positive northward. X axis is
								along the intersection line between solar equatorial and ecliptic planes. The X axis was
								positive at SE longitude of 74.367 deg on Jan 1, 1900. (See SE below.) See
								<http://nssdc.gsfc.nasa.gov/space/helios/coor_des.html>",True,HGI,False,,
HGRTN,"Heliocentric Radial Tangential Normal coordinate system
								(aka RTN). Typically centered at a spacecraft. Used for IMF and plasma V vectors. The X
								axis (radial) is set as the primary axis, and is defined as the axis pointing from the
								spacecraft to the Sun. The Z axis (tangential) is set as the secondary axis, and is
								defined as that portion of the solar North rotational axis which is perpendicular to the
								primary axis. The Y axis (normal) is defined as Z cross X.",True,HGRTN,False,,
High,The largest value within a range of possible values.,False,,False,,
Horizontal,"Parallel to or in the plane of the horizon or a base
								line.",False,,False,,
HostContact,"An individual who can provide specific information with
								regard the hosting of a resource or supporting software.",False,,False,,
Housekeeping,"Parameters that indicate the status or health state of
								instruments or monitoring devices as measured in physical units such as that for
								current, voltage, or temperature. Housekeeping data can be analyzed to determine whether
								instruments are working correctly and the knowledge of their values may be used to avoid
								errors or even device failures.",False,,False,,
HPC,"Helioprojective Cartesian = A 3-D orthonormal
								(left-handed) coordinate system that is primarily intended to specify with two
								dimensions a point on the solar disk. The Z axis points from the observer to the center
								of the solar disk. The Y axis lies in the plane defined by the solar spin vector and the
								Z axis, positive northward. The X axis is perpendicular to the Y and Z axes, positive
								toward solar west. Given as the distance between the observer and the center of the
								solar disk, the standard representation of an (x,y) point on the solar disk is via the
								point's longitude angle [arctan (x/d)] and latitude angle [arctan y/d].",True,HPC,False,,
HPR,"Helioprojective Radial - A 3-D orthonormal (left-handed)
								coordinate system that is primarily intended to specify with two dimensions a point on
								the solar disk. The Z axis points from the observer to the center of the solar disk. The
								Y axis lies in the plane defined by the solar spin vector and the Z axis, positive
								northward. The X axis is perpendicular to the Y and Z axes, positive toward solar west.
								Given as the distance between the observer and the center of the solar disk, the
								standard representation for this system of an (x,y) point on the solar disk is via the
								point's latitude angle theta {= arctan [SQRT(x**2 + y**2)]/d]} or equivalent declination
								parameter delta (= theta - 90 deg), and its phase angle psi as measured counter-
								clockwise from the +Y axis [psi = arctan (-y/x)].",True,HPR,False,,
HSM,"Heliospheric Solar Magnetospheric - A coordinate system
								where the X axis is from Earth to Sun, Z axis is northward in a plane containing the X
								axis and the geomagnetic dipole axis.",True,HSM,False,,
HTML,"A text file containing structured information represented
								in the HyperText Mark-up Language (HTML). See <http://www.w3.org/MarkUp/>",True,HTML,False,,
Hydrodynamic,"Periodic or quasi-periodic oscillations of fluid
								quantities.",False,,False,,
I,"Projection of a vector along the first named axis of a
								coordinate system. Typically the X axis, but could be the R axis for an RTN coordinate
								system.",False,,False,,
Iapetus,"The third-largest moon of Saturn and the eleventh-largest
								in the Solar System.",False,,False,,
IDFS,"Instrument Data File Set (IDFS) is a set of files written
								in a prescribed format which contain data, timing data, and meta-data. IDFS was
								developed at Southwest Research Institute (SwRI).",True,IDFS,False,,
IDL,"Interactive Data Language (IDL) save set. IDL is a
								proprietary format.",True,IDL,False,,
IJ,"A measure of the length of a position or measured vector
								projected into the i-j (typically X-Y) plane of the coordinate system.",True,IJ,False,,
IK,"A measure of the length of a position or measured vector
								projected into the i-k (typically X-Z) plane of the coordinate system.",True,IK,False,,
Image,"A two-dimensional representation of data with values at
								each element of the array related to an intensity or a color.",False,,False,,
ImageIntensity,"Measurements of the two-dimensional distribution of the
								intensity of photons from some region or object such as the Sun or the polar auroral
								regions; can be in any wavelength band, and polarized, etc.",False,,False,,
Imager,"An instrument which samples the radiation from an area at
								one or more spectral ranges emitted or reflected by an object.",False,,False,,
ImageURL,"A URL to graphic, image or movie.",False,,False,,
ImaginaryPart,"Any number z can in general be represented by its complex
								form with z = a + ib where i, which is defined as the square root of -1, signifies the
								imaginary component of the number z. The coefficient b is called the imaginary part of
								the complex number z.",False,,False,,
ImagingSpectrometer,"An instrument which is a multispectral scanner with a
								very large number of channels (64-256 channels) with very narrow band widths.",False,,False,,
IMFClockAngle,"The clockwise angle of the direction of interplanetary
								magnetic field (IMF) measured in the plane of the body pole perpendicular to the line
								between the body and the Sun.",False,,False,,
Index,"The location of an item in an array or vector. An index
								can be multivalued to represent the location in a multidimensional object. The index of
								the first item is ""1"". A value of ""0"" is a wild card for all elements at the location in
								an array. A value of ""-1"" is a reference to the dimension at the location in the array.
								A ""-1"" is used when describing the attributes of the dimension, where as ""0"" or a
								positive integer is used to describe attributes of individual elements.",False,,False,,
Inferred,"Determined by the analysis of other information or
								resources.",False,,False,,
InformationURL,"Attributes of the method of acquiring additional
								information.",False,,False,,
Infrared,Photons with a wavelength range: 760 to 1.00x10^6 nm,False,,False,,
Inner,"The region of the heliosphere extending radially outward
								from the solar coronal base to just inside 1 AU.",False,,False,,
InputProperty,"A container of attributes regarding an input property of
								an application.",False,,False,,
InputResourceID,"The resource identifier for a resource which was used to
								generate this resource.",False,,False,,
Inspection,"Determined by the analysis or assessment performed by a
								person.",False,,False,,
Installer,"A piece of software that installs a program or package on
								a system.",False,,False,,
Instrument,"A device that makes measurements used to characterize a
								physical phenomenon, or a family of like devices.",False,,False,,
InstrumentGroupID,"The identifier of an Instrument resource which the
								referring resource is a member of.",False,,False,,
InstrumentID,The identifier of an Instrument resource.,False,,False,,
InstrumentLead,"An individual who is the designated leader of an
								instrument or intrument package.",False,,False,,
InstrumentMode,"An indication of a state (mode) in which the instrument
								is operating. How a mode influences the interpretation and representation of data is
								described in instrument related documentation.",False,,False,,
InstrumentStatus,"A quantity directly related to the operation or function
								of an instrument.",False,,False,,
InstrumentType,"A characterization of an integrated collection of
								software and hardware containing one or more sensors and associated controls used to
								produce data on an environment.",False,,False,,
Integral,"A flux measurement in a broad range of energy and solid
								angle.",False,,False,,
Intensity,"The measurement of radiant or wave energy per unit
								detector area per unit bandwidth per unit solid angle per unit time.",False,,False,,
Interferometer,"An instrument to study the properties of two or more
								waves from the pattern of interference created by their superposition.",False,,False,,
Interior,"The region inside the body which is not visible from
								outside the body.",False,,False,,
InterplanetaryShock,"A shock propagating generally anti-sunward through the
								slower solar wind, often seen in front of CME-associated plasma clouds.",False,,False,,
Interstellar,"The region between stars outside of the star's
								heliopause.",False,,False,,
InvestigationName,"The name given to the contract or engagement which
								enabled the data to be produced. Each investigation is associated with a Principal
								Investigator or Guest Investigator who was responsible for the original proposal. For
								single PI missions each major subsystem having its own identified Team Leader may also
								be classed as an ""Investigation"" for the purposes of data archiving.",False,,False,,
Io,"The innermost of the four round moons of the planet
								Jupiter.",False,,False,,
Ion,"An atom that has acquired a net electric charge by
								gaining or losing one or more electrons.(Note: Z>2)",False,,False,,
IonChamber,"A device in which the collected electrical charge from
								ionization in a gas-filled cavity is taken to be the proportion to some parameter (e.g.
								dose or exposure) of radiation field",False,,False,,
IonComposition,"In situ measurements of the relative flux or density of
								electrically charged particles in the space environment. May give simple fluxes, but
								full distribution functions are sometimes measured.",False,,False,,
IonDrift,"A device which measures the current produced by the
								displacement of ambient ions on a grid, thereby allowing the determination of the ion
								trajectory and velocity.",False,,False,,
IonGauge,"A device which measures low-pressure or vacuum neutral
								gas with pressures ranging from 10e-3 Torr to 10e?10 Torr. An ion gauge is an electronic
								amplifying vacuum tube consisting of three electrodes inside an evacuated glass
								envelope, with the filament being the cathode.",False,,False,,
Ionosphere,"The charged or ionized gases surrounding a body that are
								nominally bound to the body by virtue of the gravitational attraction.",False,,False,,
Irradiance,"Irradiance - A radiometric term for the power of
								electromagnetic radiation at a surface, per unit area. ""Irradiance"" is used when the
								electromagnetic radiation is incident on the surface. Irradiance data may be reported in
								any units (i.e. counts/s) due to, for example, being at a particular wavelength, or to
								being a not-fully-calibrated relative measurement.",False,,False,,
J,"Projection of a vector along the second named axis of a
								coordinate system. Typically the Y axis, but could be the T axis for an RTN coordinate
								system.",False,,False,,
J2000,"An astronomical coordinate system which uses the mean
								equator and equinox of Julian date 2451545.0 TT (Terrestrial Time), or January 1, 2000,
								noon TT. (aka J2000) to define a celestial reference frame.",False,,False,,
JK,"A measure of the length of a position or measured vector
								projected into the j-k (typically Y-Z) plane of the coordinate system.",True,JK,False,,
JPEG,"A binary format for still images defined by the Joint
								Photographic Experts Group",True,JPEG,False,,
JSM,"Jovian Solar Magnetospheric - A coordinate system related
								to Jupiter where the X axis is from Jupiter to Sun, Z axis is northward in a plane
								containing the X axis and the Jovian dipole axis.",True,JSM,False,,
JSO,"Jovian Solar Orbital - A coordinate system related to
								Jupiter where X anti-sunward, Y along the orbital velocity direction.",True,JSO,False,,
JSON,"Javascript Object Notation - A lightweight
								data-interchange format.",True,JSON,False,,
Jupiter,The fifth planet from the sun in our solar system.,False,,False,,
K,"Projection of a vector along the third named axis of a
								coordinate system. Typically the Z axis, but could be the N axis for an RTN coordinate
								system.",False,,False,,
K7699,"A spectrum with a wavelength range centred at 769.9 nm.
								VSO nickname: K-7699 dopplergram with a range of 769.8 nm to 770.0 nm.",False,,False,,
Keyword,"A word or phrase that is relevant to the resource but
								does not exist in other documentary information.",False,,False,,
KSM,"Kronian Solar Magnetospheric - A coordinate system
								related to Saturn where the X axis is anti-sunward, Z axis is northward in a plane
								containing the X axis and the Kronian dipole axis.",True,KSM,False,,
KSO,"Kronian Solar Orbital - A coordinate system related to
								Saturn where X is anti-sunward, Y along the orbital velocity direction.",True,KSO,False,,
LangmuirProbe,"A monopole antenna associated with an instrument. The
								instrument applies a potential to the antenna which is swept to determine the
								voltage/current characteristic. This provides information about the plasma surrounding
								the probe and spacecraft.",False,,False,,
Language,"The two character indicator of language selected from the
								ISO 639-1 codes for the representation of names of languages.",False,,False,,
Latitude,"The angular distance north (positive) or south (negative)
								from the equator, measured along the meridian passing through the point.",False,,False,,
Layout,The structured arrangement of items in a collection.,False,,False,,
LBHBand,"Lyman-Birge-Hopfield band in the far ultraviolet range
								with wavelength range of 140nm to 170 nm.",False,,False,,
LGM,"Local Geomagnetic - A coordinate system used mainly for
								Earth surface or near Earth surface magnetic field data. X axis northward from
								observation point in a geographic meridian. Z axis downward towards Earth's center. In
								this system, H (total horizontal component) = SQRT (Bx^2 + By^2) and D (declination
								angle) = arctan (By/Bx)",True,LGM,False,,
Linear,"Polarization where the E-field vector is confined to a
								given plane",False,,False,,
LinearScale,Intervals which are equally spaced.,False,,False,,
LineDepth,"The measure of the amount of absorption below the
								continuum (depth) in a particular wavelength or frequency in an absorption spectrum.",False,,False,,
LineOfSight,"The line of sight is the line that connects the observer
								with the observed object. This expression is often used with measurements of Doppler
								velocity and magnetic field in magnetograms, where only the component of the vector
								field directed along the line of sight is measured.",False,,False,,
Listing,A listing of files - either through FTP or HTTP.,False,,False,,
Location,"A position in space definable by a regional referencing
								system and geographic coordinates.",False,,False,,
LogScale,"Intervals which are spaced proportionally to the
								logarithms of the values being represented.",False,,False,,
Longitude,"The angular distance measured west (positive) or east
								(negative) from a north-south line called the Prime Meridian.",False,,False,,
LongWire,"A dipole antenna whose active (sensor) elements are two
								wires deployed in the equatorial plane on opposite sides of a spinning spacecraft, and
								whose length is several times greater than the spacecraft diameter.",False,,False,,
Low,The smallest value within a range of possible values.,False,,False,,
LowerHybridFrequency,"Lower hybrid oscillations involve longitudinal motions of
								electrons and ions in a magnetized plasma. The propagation of lower hybrid waves must be
								close to perpendicular to the background magnetic field in so that electrons cannot move
								along field lines thus preventing wave growth. The lower hybrid frequency,
								&Phi;<sub>LH</sub>, can be calculated by using
								&Phi;<sub>LH</sub> =
								[(&Omega;<sub>ce</sub>&Omega;<sub>ci</sub>)<sup>-1</sup>
								+
								&Phi;<sub>pi</sub><sup>-2</sup>]<sup>-1/2</sup>
								where &Omega;<sub>ce</sub> and &Omega;<sub>ci</sub> are
								the electron and ion cyclotron frequencies, respectively, and
								Phi;<sub>LH</sub> is the ion plasma frequency.",False,,False,,
LShell,"The L-Shell is the magnetic equatorial radius (in units
								of planetary radii) of a dipole magnetic field line. For instance, if the L-shell value
								equals 6 say at Earth, the magnetic field lines cross the magnetic equator at six Earth
								radii. The L-shell concept can be applied generally to any magnetized planet or
								satellite with a dominant dipolar magnetic field moment.",False,,False,,
MAG,"Geomagnetic - geocentric. Z axis is parallel to the
								geomagnetic dipole axis, positive north. X is in the plane defined by the Z axis and the
								Earth's rotation axis. If N is a unit vector from the Earth's center to the north
								geographic pole, the signs of the X and Y axes are given by Y = N x Z, X = Y x Z.. See
								Russell, 1971, and <http://cdpp.cnes.fr/00428.pdf>",True,MAG,False,,
Magnetic,"The physical attribute attributed to a magnet or its
								equivalent.",False,,False,,
MagneticCloud,"A transient event observed in the solar wind
								characterized as a region of enhanced magnetic field strength, smooth rotation of the
								magnetic field vector and low proton density and temperature.",False,,False,,
MagneticField,"A region of space near a magnetized body where magnetic
								forces can be detected (as measured by methods such as Zeeman splitting, etc.).",False,,False,,
MagneticMoment,"A constant of motion related to the gyromotion of a
								particle in a magnetic field that is either static or slowly varying with respect to the
								gyroperiod. The magnetic moment is usually denoted by using the lower case Greek letter
								for mu, 5, and can be calculated by using 5 = m u^2/2B where m is the particle mass, u
								is the velocity of the particle perpendicular to the constant or average magnetic field
								direction, and B is the magnitude of the magnetic field strength.",False,,False,,
Magnetogram,"Measurements of the vector or line-of-sight magnetic
								field determined from remote sensing measurements of the detailed structure of spectral
								lines, including their splitting and polarization. (""Magnetogram."")",False,,False,,
Magnetograph,"A special type of magnetometer that records a time plot
								of the local magnetic field near the instrument; or a telescope capable of determining
								the magnetic field strength and/or direction on a distant object such as the Sun, using
								the Zeeman splitting or other spectral signatures of magnetization.",False,,False,,
Magnetometer,An instrument which measures the ambient magnetic field.,False,,False,,
MagnetopauseCrossing,"A crossing of the interface between the shocked solar
								wind in the magnetosheath and the magnetic field and plasma in the magnetosphere.",False,,False,,
Magnetosheath,"The region between the bow shock and the magnetopause,
								characterized by very turbulent plasma.",False,,False,,
MagnetosonicMachNumber,"The ratio of the velocity of fast mode waves to the
								Alfven velocity.",False,,False,,
Magnetosphere,"The region of space above the atmosphere or surface of
								the planet, and bounded by the magnetopause, that is under the direct influence of the
								planet's magnetic field.",False,,False,,
Magnetotail,"The region on the night side of the body where the
								magnetic filed is stretched backwards by the force of the solar wind. For Earth, the
								magnetotail begins at a night-side radial distance of 10 Re (X > -10Re).",False,,False,,
Magnitude,"A measure of the strength of a vector quantity or length
								of its representational vector.",False,,False,,
Main,"The region of the magnetosphere where the magnetic field
								lines are closed, but does not include the gaseous region gravitationally bound to the
								body.",False,,False,,
Mars,The forth planet from the sun in our solar system.,False,,False,,
Mass,"The measure of inertia (mass) of individual objects
								(e.g., aerosols).",False,,False,,
MassDensity,The mass of particles per unit volume.,False,,False,,
MassNumber,"The total number of protons and neutrons (together known
								as nucleons) in an atomic nucleus.",False,,False,,
MassPerCharge,"The mass, m, per unit net charge, q, that is m/q, for an
								electron or an ionized atom, molecule, or dust particle.",False,,False,,
MassRange,"The range of possible mass for a group of particle
								observations.",False,,False,,
MassSpectrometer,"An instrument which distinguishes chemical species in
								terms of their different isotopic masses.",False,,False,,
MATLAB_4,"MATLAB Workspace save set, version 4. MAT-files are
								double-precision, binary, MATLAB format files. MATLAB is a proprietary product of The
								MathWorks.",False,,False,,
MATLAB_6,"MATLAB Workspace save set, version 6. MAT-files are
								double-precision, binary, MATLAB format files. MATLAB is a proprietary product of The
								MathWorks.",False,,False,,
MATLAB_7,"MATLAB Workspace save set, version 7. MAT-files are
								double-precision, binary, MATLAB format files. Version 7 includes data compression and
								Unicode encoding. MATLAB is a proprietary product of The MathWorks.",False,,False,,
Maximum,"The largest value of a batch or sample or the upper bound
								of a probability distribution.",False,,False,,
MD5,"Message Digest 5 (MD5) is a 128-bit message digest
								algorithm created in 1991 by Professor Ronald Rivest.",False,,False,,
MeasurementType,"A characterization of the quantitative assessment of a
								phenomenon.",False,,False,,
Median,"The measure of central tendency of a set of n. values
								computed by ordering the values and taking the value at position (n. + 1) / 2 when n. is
								odd or the arithmetic mean of the values at positions n. / 2 and (n. / 2) + 1 when n. is
								even.",False,,False,,
Memory,"The component of your computer that allows you to store
								and access data on a short-term basis, typically the amount of RAM. Indicate units with
								standard byte scales such as KB, MB, GB, TB and PB.",False,,False,,
Mercury,The first planet from the sun in our solar system.,False,,False,,
Mesosphere,"The layer of the atmosphere that extends from the
								Stratosphere to a range of 80 km to 85 km, temperature decreasing with height.",False,,False,,
MetadataContact,"An individual who can affect a change in the metadata
								describing a resource.",False,,False,,
MFA,"Magnetic Field Aligned - A coordinate system
								spacecraft-centered system with Z in the direction of the ambient magnetic field vector.
								X is in the plane defined by Z and the spacecraft-Sun line, positive sunward. See
								<http://cdpp.cnes.fr/00428.pdf>",True,MFA,False,,
MHD,"Hydrodynamic waves in a magnetized plasma in which the
								background magnetic field plays a key role in controlling the wave propagation
								characteristics.",True,MHD,False,,
MicrochannelPlate,"An instrument used for the detection of elementary
								particles, ions, ultraviolet rays and soft X-rays constructed from very thin conductive
								glass capillaries.",False,,False,,
Microfiche,"A sheet of microfilm on which many pages of material have
								been photographed; a magnification system is used to read the material.",False,,False,,
Microfilm,"Film rolls on which materials are photographed at greatly
								reduced size; a magnification system is used to read the material.",False,,False,,
Microwave,"Photons with a wavelength range: 1.00x10^6 to 1.50x10^7
								nm",False,,False,,
MidLatitudeRegion,"When considering the case of the Earth, the mid-latitude
								region typically refers to two latitudinal bands, one in the northern hemisphere and the
								other in the southern hemisphere extending from about 23 degrees to 50 degrees. The
								concept of mid-latitude regions does not apply to all bodies in the solar system and
								different latitudinal ranges would apply for each body case by case. The mid-latitude
								regions may be defined by using either planetographic or magnetic coordinates if the
								magnetic dipole is closely aligned with the spin axis of a magnetized body. Ground
								magnetometers located at mid latitude on the Earth are well positioned to measure
								magnetic storm-time ring current variations.",False,,False,,
Mimas,"The smallest and least massive of the round moons of
								Saturn.",False,,False,,
MIMEType,"Multipurpose Internet Mail Extensions (MIME) type and
								sub-type which characterizes the format of a file. MIME media types are define in RFC
								memorandum RFC 2046. Current MIME types are maintained by Internet Assigned Numbers
								Authority (IANA) at http://www.iana.org/assignments/media-types/index.html. Commonly
								used MIME types are: application/vnd.ms-powerpoint (ppt, pptx), application/vnd.ms-excel
								(xls, xlsx), text/richtext (rtx), application/postscript (eps, ps), application/pdf
								(pdf), application/xml-dtd (dtd), text/html (htm, html), text/xml (xsl, xml, xsd),
								application/x-dvi (dvi). If a document is compressed the specified MIME type should be
								for the uncompressed document.",False,,False,,
Minimum,"The smallest value of a batch or sample or the lower
								bound of a probability distribution.",False,,False,,
Miranda,The smallest and innermost round moon of Uranus.,False,,False,,
MirrorURL,"A Uniform Resource Locator (URL) to an alternate location
								of a resource.",False,,False,,
MissionManager,"A Mission Manager is a rolename used by the ESA. The
								Mission Manager corresponds to the Project Manager role used by NASA but the Mission
								Manager role only begins after the launch of the mission.",False,,False,,
MissionPrincipalInvestigator,"An individual who is the administrative and scientific
								lead for a mission.",False,,False,,
Mixed,"A parameter derived from more than one of the type of
								parameter. For example, plasma beta, the ratio of plasma particle energy density to the
								energy density of the magnetic field permeating the plasma, is ""mixed.""",False,,False,,
MixedQuantity,"A characterization of the combined attributes of a
								quantity.",False,,False,,
ModeAmplitude,"In helioseismology the magnitude of oscillation of waves
								of a particular geometry.",False,,False,,
Molecule,"A group of atoms so united and combined by chemical
								affinity that they form a complete, integrated whole, being the smallest portion of any
								particular compound that can exist in a free state",False,,False,,
Moment,"Parameters determined by integration over a distribution
								function convolved with a power of velocity.",False,,False,,
Moon,The only natural satellite of the Earth.,False,,False,,
MPEG,"A digital format for movies defined by the Motion Picture
								Experts Group",True,MPEG,False,,
MSO,"Mars/Mercury Solar Orbital A coordinate system related to
								Mars or Mercury. A coordinate system where, depending on the body (Mars or Mercury), X
								is anti-sunward, Y along the orbital velocity direction.",True,MSO,False,,
MultispectralImager,"An instrument which captures images at multiple spectral
								ranges.",False,,False,,
NaD,"A spectrum with a wavelength range of centered at 589.3
								nm. VSO nickname: Na-D image with a range of 588.8 nm to 589.8 nm.",False,,False,,
Name,A language unit by which a person or thing is known.,False,,False,,
NCAR,"The National Center for Atmospheric Research (NCAR)
								format. A complete description of that standard is given in appendix C of the ""Report on
								Establishment & Operation of the Incoherent- Scatter Data Base"", dated August 23,
								1984, obtainable from NCAR, P.O. Box 3000 Boulder, Colorado 80307-3000.",True,NCAR,False,,
